playername	month	year	revid
Whitey%20Lockman	7	2009	297393636
Whitey%20Lockman	7	2010	365316542
Whitey%20Lockman	7	2011	433249941
Whitey%20Lockman	8	2006	59433667
Whitey%20Lockman	8	2007	141016030
Whitey%20Lockman	8	2008	226135003
Whitey%20Lockman	8	2009	297393636
Whitey%20Lockman	8	2010	373963420
Whitey%20Lockman	8	2011	433249941
Whitey%20Lockman	9	2006	59433667
Whitey%20Lockman	9	2007	141016030
Whitey%20Lockman	9	2008	234575245
Whitey%20Lockman	9	2009	311175646
Whitey%20Lockman	9	2010	378593253
Whitey%20Lockman	9	2011	445688573
Whitey%20Lockman	10	2006	59433667
Whitey%20Lockman	10	2007	156195212
Whitey%20Lockman	10	2008	238108450
Whitey%20Lockman	10	2009	313571341
Whitey%20Lockman	10	2010	383941668
Whitey%20Lockman	10	2011	445688573
Whitey%20Lockman	11	2006	59433667
Whitey%20Lockman	11	2007	156195212
Whitey%20Lockman	11	2008	238108450
Whitey%20Lockman	11	2009	321677570
Whitey%20Lockman	11	2010	393165756
Whitey%20Lockman	11	2011	445688573
Whitey%20Lockman	12	2006	59433667
Whitey%20Lockman	12	2007	156195212
Whitey%20Lockman	12	2008	238108450
Whitey%20Lockman	12	2009	321677570
Whitey%20Lockman	12	2010	393165756
Whitey%20Lockman	12	2011	460233193
Billy%20Loes	1	2006	18013936
Billy%20Loes	1	2007	94527132
Billy%20Loes	1	2008	154406363
Billy%20Loes	1	2009	253347759
Billy%20Loes	1	2010	334175683
Billy%20Loes	1	2011	393135200
Billy%20Loes	2	2006	18013936
Billy%20Loes	2	2007	94527132
Billy%20Loes	2	2008	186444481
Billy%20Loes	2	2009	262230767
Billy%20Loes	2	2010	334175683
Billy%20Loes	2	2011	393135200
Billy%20Loes	3	2006	38233447
Billy%20Loes	3	2007	105392514
Billy%20Loes	3	2008	186444481
Billy%20Loes	3	2009	271961712
Billy%20Loes	3	2010	334175683
Billy%20Loes	3	2011	414141725
Billy%20Loes	4	2006	45583709
Billy%20Loes	4	2007	114540449
Billy%20Loes	4	2008	186444481
Billy%20Loes	4	2009	271961712
Billy%20Loes	4	2010	348935942
Billy%20Loes	4	2011	414141725
Billy%20Loes	5	2006	45583709
Billy%20Loes	5	2007	120645743
Billy%20Loes	5	2008	206822835
Billy%20Loes	5	2009	271961712
Billy%20Loes	5	2010	348935942
Billy%20Loes	5	2011	421861308
Billy%20Loes	6	2006	56211684
Billy%20Loes	6	2007	120645743
Billy%20Loes	6	2008	206822835
Billy%20Loes	6	2009	290510276
Billy%20Loes	6	2010	348935942
Billy%20Loes	6	2011	421861308
Billy%20Loes	7	2006	56211684
Billy%20Loes	7	2007	120645743
Billy%20Loes	7	2008	206822835
Billy%20Loes	7	2009	295223061
Billy%20Loes	7	2010	365324400
Billy%20Loes	7	2011	436187337
Billy%20Loes	8	2006	56211684
Billy%20Loes	8	2007	120645743
Billy%20Loes	8	2008	206822835
Billy%20Loes	8	2009	295223061
Billy%20Loes	8	2010	375908655
Billy%20Loes	8	2011	436187337
Billy%20Loes	9	2006	56211684
Billy%20Loes	9	2007	154406363
Billy%20Loes	9	2008	234569993
Billy%20Loes	9	2009	295223061
Billy%20Loes	9	2010	378495469
Billy%20Loes	9	2011	436187337
Billy%20Loes	10	2006	56211684
Billy%20Loes	10	2007	154406363
Billy%20Loes	10	2008	240373538
Billy%20Loes	10	2009	315418003
Billy%20Loes	10	2010	383865685
Billy%20Loes	10	2011	436187337
Billy%20Loes	11	2006	56211684
Billy%20Loes	11	2007	154406363
Billy%20Loes	11	2008	240373538
Billy%20Loes	11	2009	315418003
Billy%20Loes	11	2010	393135200
Billy%20Loes	11	2011	436187337
Billy%20Loes	12	2006	56211684
Billy%20Loes	12	2007	154406363
Billy%20Loes	12	2008	253347759
Billy%20Loes	12	2009	315418003
Billy%20Loes	12	2010	393135200
Billy%20Loes	12	2011	436187337
Johnny%20Logan	1	2006	28279245
Johnny%20Logan	1	2007	44521328
Johnny%20Logan	1	2008	130632206
Johnny%20Logan	1	2009	130632206
Johnny%20Logan	1	2010	130632206
Johnny%20Logan	1	2011	384760085
Johnny%20Logan	2	2006	28279245
Johnny%20Logan	2	2007	44521328
Johnny%20Logan	2	2008	130632206
Johnny%20Logan	2	2009	130632206
Johnny%20Logan	2	2010	130632206
Johnny%20Logan	2	2011	384760085
Johnny%20Logan	3	2006	41407533
Johnny%20Logan	3	2007	44521328
Johnny%20Logan	3	2008	130632206
Johnny%20Logan	3	2009	130632206
Johnny%20Logan	3	2010	130632206
Johnny%20Logan	3	2011	384760085
Johnny%20Logan	4	2006	44521328
Johnny%20Logan	4	2007	44521328
Johnny%20Logan	4	2008	130632206
Johnny%20Logan	4	2009	130632206
Johnny%20Logan	4	2010	130632206
Johnny%20Logan	4	2011	384760085
Johnny%20Logan	5	2006	44521328
Johnny%20Logan	5	2007	44521328
Johnny%20Logan	5	2008	130632206
Johnny%20Logan	5	2009	130632206
Johnny%20Logan	5	2010	130632206
Johnny%20Logan	5	2011	384760085
Johnny%20Logan	6	2006	44521328
Johnny%20Logan	6	2007	130632206
Johnny%20Logan	6	2008	130632206
Johnny%20Logan	6	2009	130632206
Johnny%20Logan	6	2010	130632206
Johnny%20Logan	6	2011	384760085
Johnny%20Logan	7	2006	44521328
Johnny%20Logan	7	2007	130632206
Johnny%20Logan	7	2008	130632206
Johnny%20Logan	7	2009	130632206
Johnny%20Logan	7	2010	130632206
Johnny%20Logan	7	2011	384760085
Johnny%20Logan	8	2006	44521328
Johnny%20Logan	8	2007	130632206
Johnny%20Logan	8	2008	130632206
Johnny%20Logan	8	2009	130632206
Johnny%20Logan	8	2010	130632206
Johnny%20Logan	8	2011	384760085
Johnny%20Logan	9	2006	44521328
Johnny%20Logan	9	2007	130632206
Johnny%20Logan	9	2008	130632206
Johnny%20Logan	9	2009	130632206
Johnny%20Logan	9	2010	130632206
Johnny%20Logan	9	2011	384760085
Johnny%20Logan	10	2006	44521328
Johnny%20Logan	10	2007	130632206
Johnny%20Logan	10	2008	130632206
Johnny%20Logan	10	2009	130632206
Johnny%20Logan	10	2010	384760085
Johnny%20Logan	10	2011	384760085
Johnny%20Logan	11	2006	44521328
Johnny%20Logan	11	2007	130632206
Johnny%20Logan	11	2008	130632206
Johnny%20Logan	11	2009	130632206
Johnny%20Logan	11	2010	384760085
Johnny%20Logan	11	2011	384760085
Johnny%20Logan	12	2006	44521328
Johnny%20Logan	12	2007	130632206
Johnny%20Logan	12	2008	130632206
Johnny%20Logan	12	2009	130632206
Johnny%20Logan	12	2010	384760085
Johnny%20Logan	12	2011	384760085
Mickey%20Lolich	1	2006	33153523
Mickey%20Lolich	1	2007	96807077
Mickey%20Lolich	1	2008	165088621
Mickey%20Lolich	1	2009	238215367
Mickey%20Lolich	1	2010	333508611
Mickey%20Lolich	1	2011	404018111
Mickey%20Lolich	2	2006	33153523
Mickey%20Lolich	2	2007	102048371
Mickey%20Lolich	2	2008	184326922
Mickey%20Lolich	2	2009	266394753
Mickey%20Lolich	2	2010	333508611
Mickey%20Lolich	2	2011	411113793
Mickey%20Lolich	3	2006	41317630
Mickey%20Lolich	3	2007	110316835
Mickey%20Lolich	3	2008	188503285
Mickey%20Lolich	3	2009	266394753
Mickey%20Lolich	3	2010	341418518
Mickey%20Lolich	3	2011	415682898
Mickey%20Lolich	4	2006	41317630
Mickey%20Lolich	4	2007	114546223
Mickey%20Lolich	4	2008	199859996
Mickey%20Lolich	4	2009	266394753
Mickey%20Lolich	4	2010	348886745
Mickey%20Lolich	4	2011	415682898
Mickey%20Lolich	5	2006	41317630
Mickey%20Lolich	5	2007	122253810
Mickey%20Lolich	5	2008	207508214
Mickey%20Lolich	5	2009	283915362
Mickey%20Lolich	5	2010	348886745
Mickey%20Lolich	5	2011	425691372
Mickey%20Lolich	6	2006	54620123
Mickey%20Lolich	6	2007	134353306
Mickey%20Lolich	6	2008	212726229
Mickey%20Lolich	6	2009	283915362
Mickey%20Lolich	6	2010	365306582
Mickey%20Lolich	6	2011	431732156
Mickey%20Lolich	7	2006	58162619
Mickey%20Lolich	7	2007	140447041
Mickey%20Lolich	7	2008	221485556
Mickey%20Lolich	7	2009	294708419
Mickey%20Lolich	7	2010	370322208
Mickey%20Lolich	7	2011	433364326
Mickey%20Lolich	8	2006	63982065
Mickey%20Lolich	8	2007	145085712
Mickey%20Lolich	8	2008	221485556
Mickey%20Lolich	8	2009	303529274
Mickey%20Lolich	8	2010	373796479
Mickey%20Lolich	8	2011	442398846
Mickey%20Lolich	9	2006	67255994
Mickey%20Lolich	9	2007	153836467
Mickey%20Lolich	9	2008	234587144
Mickey%20Lolich	9	2009	308777781
Mickey%20Lolich	9	2010	373796479
Mickey%20Lolich	9	2011	447363352
Mickey%20Lolich	10	2006	67255994
Mickey%20Lolich	10	2007	157788582
Mickey%20Lolich	10	2008	238215367
Mickey%20Lolich	10	2009	313640737
Mickey%20Lolich	10	2010	384063385
Mickey%20Lolich	10	2011	452314947
Mickey%20Lolich	11	2006	83884291
Mickey%20Lolich	11	2007	165088621
Mickey%20Lolich	11	2008	238215367
Mickey%20Lolich	11	2009	321471191
Mickey%20Lolich	11	2010	393134387
Mickey%20Lolich	11	2011	455703827
Mickey%20Lolich	12	2006	87334055
Mickey%20Lolich	12	2007	165088621
Mickey%20Lolich	12	2008	238215367
Mickey%20Lolich	12	2009	323693425
Mickey%20Lolich	12	2010	393134387
Mickey%20Lolich	12	2011	461795630
Sherm%20Lollar	1	2006	30769191
Sherm%20Lollar	1	2007	96455321
Sherm%20Lollar	1	2008	171492288
Sherm%20Lollar	1	2009	242127278
Sherm%20Lollar	1	2010	334986981
Sherm%20Lollar	1	2011	398015191
Sherm%20Lollar	2	2006	30769191
Sherm%20Lollar	2	2007	102142974
Sherm%20Lollar	2	2008	183500394
Sherm%20Lollar	2	2009	264292338
Sherm%20Lollar	2	2010	340293617
Sherm%20Lollar	2	2011	408932574
Sherm%20Lollar	3	2006	40219806
Sherm%20Lollar	3	2007	102142974
Sherm%20Lollar	3	2008	192435318
Sherm%20Lollar	3	2009	272637281
Sherm%20Lollar	3	2010	340293617
Sherm%20Lollar	3	2011	415930034
Sherm%20Lollar	4	2006	43517680
Sherm%20Lollar	4	2007	119340971
Sherm%20Lollar	4	2008	192435318
Sherm%20Lollar	4	2009	272637281
Sherm%20Lollar	4	2010	340293617
Sherm%20Lollar	4	2011	415930034
Sherm%20Lollar	5	2006	47354188
Sherm%20Lollar	5	2007	119340971
Sherm%20Lollar	5	2008	205221725
Sherm%20Lollar	5	2009	272637281
Sherm%20Lollar	5	2010	354511477
Sherm%20Lollar	5	2011	424815515
Sherm%20Lollar	6	2006	55143248
Sherm%20Lollar	6	2007	130176954
Sherm%20Lollar	6	2008	211801477
Sherm%20Lollar	6	2009	272637281
Sherm%20Lollar	6	2010	364886525
Sherm%20Lollar	6	2011	424815515
Sherm%20Lollar	7	2006	60233034
Sherm%20Lollar	7	2007	140425294
Sherm%20Lollar	7	2008	211801477
Sherm%20Lollar	7	2009	298767154
Sherm%20Lollar	7	2010	370978123
Sherm%20Lollar	7	2011	436119466
Sherm%20Lollar	8	2006	66030815
Sherm%20Lollar	8	2007	142927188
Sherm%20Lollar	8	2008	226148668
Sherm%20Lollar	8	2009	303424486
Sherm%20Lollar	8	2010	373210033
Sherm%20Lollar	8	2011	438676508
Sherm%20Lollar	9	2006	66030815
Sherm%20Lollar	9	2007	151855949
Sherm%20Lollar	9	2008	234360488
Sherm%20Lollar	9	2009	308199106
Sherm%20Lollar	9	2010	380305558
Sherm%20Lollar	9	2011	438676508
Sherm%20Lollar	10	2006	66030815
Sherm%20Lollar	10	2007	156370817
Sherm%20Lollar	10	2008	239419894
Sherm%20Lollar	10	2009	308199106
Sherm%20Lollar	10	2010	383664530
Sherm%20Lollar	10	2011	450609663
Sherm%20Lollar	11	2006	66030815
Sherm%20Lollar	11	2007	161853626
Sherm%20Lollar	11	2008	242127278
Sherm%20Lollar	11	2009	321910910
Sherm%20Lollar	11	2010	393147483
Sherm%20Lollar	11	2011	457960761
Sherm%20Lollar	12	2006	89711795
Sherm%20Lollar	12	2007	171492288
Sherm%20Lollar	12	2008	242127278
Sherm%20Lollar	12	2009	325496524
Sherm%20Lollar	12	2010	398015191
Sherm%20Lollar	12	2011	457960761
Jim%20Lonborg	1	2006	31267482
Jim%20Lonborg	1	2007	93003544
Jim%20Lonborg	1	2008	171268232
Jim%20Lonborg	1	2009	256652536
Jim%20Lonborg	1	2010	333411121
Jim%20Lonborg	1	2011	402983812
Jim%20Lonborg	2	2006	31267482
Jim%20Lonborg	2	2007	101891928
Jim%20Lonborg	2	2008	171268232
Jim%20Lonborg	2	2009	256652536
Jim%20Lonborg	2	2010	333411121
Jim%20Lonborg	2	2011	409076160
Jim%20Lonborg	3	2006	40044307
Jim%20Lonborg	3	2007	101891928
Jim%20Lonborg	3	2008	194611041
Jim%20Lonborg	3	2009	272764551
Jim%20Lonborg	3	2010	333411121
Jim%20Lonborg	3	2011	409076160
Jim%20Lonborg	4	2006	46280879
Jim%20Lonborg	4	2007	112139707
Jim%20Lonborg	4	2008	194611041
Jim%20Lonborg	4	2009	280439083
Jim%20Lonborg	4	2010	333411121
Jim%20Lonborg	4	2011	409076160
Jim%20Lonborg	5	2006	46280879
Jim%20Lonborg	5	2007	123705028
Jim%20Lonborg	5	2008	203224761
Jim%20Lonborg	5	2009	280439083
Jim%20Lonborg	5	2010	333411121
Jim%20Lonborg	5	2011	425703011
Jim%20Lonborg	6	2006	51883550
Jim%20Lonborg	6	2007	134353437
Jim%20Lonborg	6	2008	215345012
Jim%20Lonborg	6	2009	280439083
Jim%20Lonborg	6	2010	364894936
Jim%20Lonborg	6	2011	425703011
Jim%20Lonborg	7	2006	56385889
Jim%20Lonborg	7	2007	138998209
Jim%20Lonborg	7	2008	221480765
Jim%20Lonborg	7	2009	297408583
Jim%20Lonborg	7	2010	368680934
Jim%20Lonborg	7	2011	433229182
Jim%20Lonborg	8	2006	56385889
Jim%20Lonborg	8	2007	147958354
Jim%20Lonborg	8	2008	226150732
Jim%20Lonborg	8	2009	297408583
Jim%20Lonborg	8	2010	368680934
Jim%20Lonborg	8	2011	439728038
Jim%20Lonborg	9	2006	67561724
Jim%20Lonborg	9	2007	147958354
Jim%20Lonborg	9	2008	234373323
Jim%20Lonborg	9	2009	297408583
Jim%20Lonborg	9	2010	368680934
Jim%20Lonborg	9	2011	442624873
Jim%20Lonborg	10	2006	67561724
Jim%20Lonborg	10	2007	147958354
Jim%20Lonborg	10	2008	237894208
Jim%20Lonborg	10	2009	317111870
Jim%20Lonborg	10	2010	368680934
Jim%20Lonborg	10	2011	442624873
Jim%20Lonborg	11	2006	67561724
Jim%20Lonborg	11	2007	167031768
Jim%20Lonborg	11	2008	237894208
Jim%20Lonborg	11	2009	323187248
Jim%20Lonborg	11	2010	393148700
Jim%20Lonborg	11	2011	442624873
Jim%20Lonborg	12	2006	67561724
Jim%20Lonborg	12	2007	171268232
Jim%20Lonborg	12	2008	237894208
Jim%20Lonborg	12	2009	323187248
Jim%20Lonborg	12	2010	393148700
Jim%20Lonborg	12	2011	442624873
Dale%20Long	1	2006	23695645
Dale%20Long	1	2007	92993863
Dale%20Long	1	2008	162897907
Dale%20Long	1	2009	257489777
Dale%20Long	1	2010	334350001
Dale%20Long	1	2011	393141083
Dale%20Long	2	2006	23695645
Dale%20Long	2	2007	92993863
Dale%20Long	2	2008	162897907
Dale%20Long	2	2009	257489777
Dale%20Long	2	2010	336318839
Dale%20Long	2	2011	409228537
Dale%20Long	3	2006	40219878
Dale%20Long	3	2007	92993863
Dale%20Long	3	2008	193804617
Dale%20Long	3	2009	272642729
Dale%20Long	3	2010	344380913
Dale%20Long	3	2011	409228537
Dale%20Long	4	2006	40219878
Dale%20Long	4	2007	114543792
Dale%20Long	4	2008	193804617
Dale%20Long	4	2009	279705933
Dale%20Long	4	2010	349582453
Dale%20Long	4	2011	420722701
Dale%20Long	5	2006	50135057
Dale%20Long	5	2007	114543792
Dale%20Long	5	2008	193804617
Dale%20Long	5	2009	279705933
Dale%20Long	5	2010	349582453
Dale%20Long	5	2011	420722701
Dale%20Long	6	2006	54164205
Dale%20Long	6	2007	134117700
Dale%20Long	6	2008	213526582
Dale%20Long	6	2009	279705933
Dale%20Long	6	2010	349582453
Dale%20Long	6	2011	420722701
Dale%20Long	7	2006	56580290
Dale%20Long	7	2007	140410435
Dale%20Long	7	2008	213526582
Dale%20Long	7	2009	279705933
Dale%20Long	7	2010	365333134
Dale%20Long	7	2011	436188722
Dale%20Long	8	2006	66211331
Dale%20Long	8	2007	140410435
Dale%20Long	8	2008	226277694
Dale%20Long	8	2009	301394325
Dale%20Long	8	2010	365333134
Dale%20Long	8	2011	440480294
Dale%20Long	9	2006	66211331
Dale%20Long	9	2007	153995249
Dale%20Long	9	2008	234429694
Dale%20Long	9	2009	308190133
Dale%20Long	9	2010	365333134
Dale%20Long	9	2011	442531936
Dale%20Long	10	2006	66211331
Dale%20Long	10	2007	153995249
Dale%20Long	10	2008	239236218
Dale%20Long	10	2009	317116858
Dale%20Long	10	2010	383896030
Dale%20Long	10	2011	442531936
Dale%20Long	11	2006	81508550
Dale%20Long	11	2007	162897907
Dale%20Long	11	2008	239236218
Dale%20Long	11	2009	317116858
Dale%20Long	11	2010	393141083
Dale%20Long	11	2011	442531936
Dale%20Long	12	2006	86573078
Dale%20Long	12	2007	162897907
Dale%20Long	12	2008	253572675
Dale%20Long	12	2009	328856627
Dale%20Long	12	2010	393141083
Dale%20Long	12	2011	442531936
Ed%20Lopat	1	2006	0
Ed%20Lopat	1	2007	39083717
Ed%20Lopat	1	2008	39083717
Ed%20Lopat	1	2009	39083717
Ed%20Lopat	1	2010	39083717
Ed%20Lopat	1	2011	39083717
Ed%20Lopat	2	2006	0
Ed%20Lopat	2	2007	39083717
Ed%20Lopat	2	2008	39083717
Ed%20Lopat	2	2009	39083717
Ed%20Lopat	2	2010	39083717
Ed%20Lopat	2	2011	39083717
Ed%20Lopat	3	2006	39083717
Ed%20Lopat	3	2007	39083717
Ed%20Lopat	3	2008	39083717
Ed%20Lopat	3	2009	39083717
Ed%20Lopat	3	2010	39083717
Ed%20Lopat	3	2011	39083717
Ed%20Lopat	4	2006	39083717
Ed%20Lopat	4	2007	39083717
Ed%20Lopat	4	2008	39083717
Ed%20Lopat	4	2009	39083717
Ed%20Lopat	4	2010	39083717
Ed%20Lopat	4	2011	39083717
Ed%20Lopat	5	2006	39083717
Ed%20Lopat	5	2007	39083717
Ed%20Lopat	5	2008	39083717
Ed%20Lopat	5	2009	39083717
Ed%20Lopat	5	2010	39083717
Ed%20Lopat	5	2011	39083717
Ed%20Lopat	6	2006	39083717
Ed%20Lopat	6	2007	39083717
Ed%20Lopat	6	2008	39083717
Ed%20Lopat	6	2009	39083717
Ed%20Lopat	6	2010	39083717
Ed%20Lopat	6	2011	39083717
Ed%20Lopat	7	2006	39083717
Ed%20Lopat	7	2007	39083717
Ed%20Lopat	7	2008	39083717
Ed%20Lopat	7	2009	39083717
Ed%20Lopat	7	2010	39083717
Ed%20Lopat	7	2011	39083717
Ed%20Lopat	8	2006	39083717
Ed%20Lopat	8	2007	39083717
Ed%20Lopat	8	2008	39083717
Ed%20Lopat	8	2009	39083717
Ed%20Lopat	8	2010	39083717
Ed%20Lopat	8	2011	39083717
Ed%20Lopat	9	2006	39083717
Ed%20Lopat	9	2007	39083717
Ed%20Lopat	9	2008	39083717
Ed%20Lopat	9	2009	39083717
Ed%20Lopat	9	2010	39083717
Ed%20Lopat	9	2011	39083717
Ed%20Lopat	10	2006	39083717
Ed%20Lopat	10	2007	39083717
Ed%20Lopat	10	2008	39083717
Ed%20Lopat	10	2009	39083717
Ed%20Lopat	10	2010	39083717
Ed%20Lopat	10	2011	39083717
Ed%20Lopat	11	2006	39083717
Ed%20Lopat	11	2007	39083717
Ed%20Lopat	11	2008	39083717
Ed%20Lopat	11	2009	39083717
Ed%20Lopat	11	2010	39083717
Ed%20Lopat	11	2011	39083717
Ed%20Lopat	12	2006	39083717
Ed%20Lopat	12	2007	39083717
Ed%20Lopat	12	2008	39083717
Ed%20Lopat	12	2009	39083717
Ed%20Lopat	12	2010	39083717
Ed%20Lopat	12	2011	39083717
Stan%20Lopata	1	2006	0
Stan%20Lopata	1	2007	92994471
Stan%20Lopata	1	2008	179047078
Stan%20Lopata	1	2009	234419145
Stan%20Lopata	1	2010	334306507
Stan%20Lopata	1	2011	395322557
Stan%20Lopata	2	2006	0
Stan%20Lopata	2	2007	102167654
Stan%20Lopata	2	2008	187470712
Stan%20Lopata	2	2009	266289274
Stan%20Lopata	2	2010	336140770
Stan%20Lopata	2	2011	409076200
Stan%20Lopata	3	2006	0
Stan%20Lopata	3	2007	111669767
Stan%20Lopata	3	2008	187470712
Stan%20Lopata	3	2009	266289274
Stan%20Lopata	3	2010	336140770
Stan%20Lopata	3	2011	415674257
Stan%20Lopata	4	2006	0
Stan%20Lopata	4	2007	111669767
Stan%20Lopata	4	2008	201769821
Stan%20Lopata	4	2009	266289274
Stan%20Lopata	4	2010	349008322
Stan%20Lopata	4	2011	415674257
Stan%20Lopata	5	2006	48576256
Stan%20Lopata	5	2007	111669767
Stan%20Lopata	5	2008	202734306
Stan%20Lopata	5	2009	283828172
Stan%20Lopata	5	2010	349008322
Stan%20Lopata	5	2011	424907657
Stan%20Lopata	6	2006	54082523
Stan%20Lopata	6	2007	111669767
Stan%20Lopata	6	2008	202734306
Stan%20Lopata	6	2009	289307002
Stan%20Lopata	6	2010	349008322
Stan%20Lopata	6	2011	431108667
Stan%20Lopata	7	2006	56451535
Stan%20Lopata	7	2007	140569192
Stan%20Lopata	7	2008	202734306
Stan%20Lopata	7	2009	298137682
Stan%20Lopata	7	2010	367600836
Stan%20Lopata	7	2011	433266948
Stan%20Lopata	8	2006	56451535
Stan%20Lopata	8	2007	140569192
Stan%20Lopata	8	2008	226311871
Stan%20Lopata	8	2009	298137682
Stan%20Lopata	8	2010	375952486
Stan%20Lopata	8	2011	433266948
Stan%20Lopata	9	2006	56451535
Stan%20Lopata	9	2007	140569192
Stan%20Lopata	9	2008	234419145
Stan%20Lopata	9	2009	307158874
Stan%20Lopata	9	2010	375952486
Stan%20Lopata	9	2011	444107980
Stan%20Lopata	10	2006	56451535
Stan%20Lopata	10	2007	157511093
Stan%20Lopata	10	2008	234419145
Stan%20Lopata	10	2009	307158874
Stan%20Lopata	10	2010	375952486
Stan%20Lopata	10	2011	448699000
Stan%20Lopata	11	2006	56451535
Stan%20Lopata	11	2007	168176916
Stan%20Lopata	11	2008	234419145
Stan%20Lopata	11	2009	307158874
Stan%20Lopata	11	2010	393171849
Stan%20Lopata	11	2011	454878354
Stan%20Lopata	12	2006	56451535
Stan%20Lopata	12	2007	168176916
Stan%20Lopata	12	2008	234419145
Stan%20Lopata	12	2009	307158874
Stan%20Lopata	12	2010	395322557
Stan%20Lopata	12	2011	454878354
Davey%20Lopes	1	2006	25967245
Davey%20Lopes	1	2007	93020352
Davey%20Lopes	1	2008	180381247
Davey%20Lopes	1	2009	260410570
Davey%20Lopes	1	2010	326469717
Davey%20Lopes	1	2011	400608747
Davey%20Lopes	2	2006	36745368
Davey%20Lopes	2	2007	104226318
Davey%20Lopes	2	2008	182620262
Davey%20Lopes	2	2009	260410570
Davey%20Lopes	2	2010	337385544
Davey%20Lopes	2	2011	410245445
Davey%20Lopes	3	2006	41261427
Davey%20Lopes	3	2007	104226318
Davey%20Lopes	3	2008	190745716
Davey%20Lopes	3	2009	271166343
Davey%20Lopes	3	2010	337385544
Davey%20Lopes	3	2011	413940369
Davey%20Lopes	4	2006	44850453
Davey%20Lopes	4	2007	114552410
Davey%20Lopes	4	2008	195626787
Davey%20Lopes	4	2009	280506812
Davey%20Lopes	4	2010	352125019
Davey%20Lopes	4	2011	420189886
Davey%20Lopes	5	2006	49663912
Davey%20Lopes	5	2007	119593524
Davey%20Lopes	5	2008	208688784
Davey%20Lopes	5	2009	287089394
Davey%20Lopes	5	2010	357760488
Davey%20Lopes	5	2011	422258144
Davey%20Lopes	6	2006	54748160
Davey%20Lopes	6	2007	133071136
Davey%20Lopes	6	2008	215048319
Davey%20Lopes	6	2009	288454432
Davey%20Lopes	6	2010	365298170
Davey%20Lopes	6	2011	427341593
Davey%20Lopes	7	2006	61416164
Davey%20Lopes	7	2007	140179604
Davey%20Lopes	7	2008	219714896
Davey%20Lopes	7	2009	299136619
Davey%20Lopes	7	2010	370902388
Davey%20Lopes	7	2011	433601092
Davey%20Lopes	8	2006	61416164
Davey%20Lopes	8	2007	145969474
Davey%20Lopes	8	2008	225908065
Davey%20Lopes	8	2009	302270110
Davey%20Lopes	8	2010	372912471
Davey%20Lopes	8	2011	442387995
Davey%20Lopes	9	2006	69656447
Davey%20Lopes	9	2007	154408782
Davey%20Lopes	9	2008	234595927
Davey%20Lopes	9	2009	310463986
Davey%20Lopes	9	2010	372912471
Davey%20Lopes	9	2011	446271259
Davey%20Lopes	10	2006	69656447
Davey%20Lopes	10	2007	160273609
Davey%20Lopes	10	2008	242007288
Davey%20Lopes	10	2009	315566090
Davey%20Lopes	10	2010	387343321
Davey%20Lopes	10	2011	451982882
Davey%20Lopes	11	2006	83481914
Davey%20Lopes	11	2007	166341702
Davey%20Lopes	11	2008	248537689
Davey%20Lopes	11	2009	320714288
Davey%20Lopes	11	2010	393142366
Davey%20Lopes	11	2011	451982882
Davey%20Lopes	12	2006	89169167
Davey%20Lopes	12	2007	166341702
Davey%20Lopes	12	2008	251182359
Davey%20Lopes	12	2009	326469717
Davey%20Lopes	12	2010	398456123
Davey%20Lopes	12	2011	451982882
Aurelio%20Lopez	1	2006	0
Aurelio%20Lopez	1	2007	42156989
Aurelio%20Lopez	1	2008	42156989
Aurelio%20Lopez	1	2009	42156989
Aurelio%20Lopez	1	2010	42156989
Aurelio%20Lopez	1	2011	42156989
Aurelio%20Lopez	2	2006	34163717
Aurelio%20Lopez	2	2007	42156989
Aurelio%20Lopez	2	2008	42156989
Aurelio%20Lopez	2	2009	42156989
Aurelio%20Lopez	2	2010	42156989
Aurelio%20Lopez	2	2011	42156989
Aurelio%20Lopez	3	2006	34163717
Aurelio%20Lopez	3	2007	42156989
Aurelio%20Lopez	3	2008	42156989
Aurelio%20Lopez	3	2009	42156989
Aurelio%20Lopez	3	2010	42156989
Aurelio%20Lopez	3	2011	42156989
Aurelio%20Lopez	4	2006	42156989
Aurelio%20Lopez	4	2007	42156989
Aurelio%20Lopez	4	2008	42156989
Aurelio%20Lopez	4	2009	42156989
Aurelio%20Lopez	4	2010	42156989
Aurelio%20Lopez	4	2011	42156989
Aurelio%20Lopez	5	2006	42156989
Aurelio%20Lopez	5	2007	42156989
Aurelio%20Lopez	5	2008	42156989
Aurelio%20Lopez	5	2009	42156989
Aurelio%20Lopez	5	2010	42156989
Aurelio%20Lopez	5	2011	42156989
Aurelio%20Lopez	6	2006	42156989
Aurelio%20Lopez	6	2007	42156989
Aurelio%20Lopez	6	2008	42156989
Aurelio%20Lopez	6	2009	42156989
Aurelio%20Lopez	6	2010	42156989
Aurelio%20Lopez	6	2011	42156989
Aurelio%20Lopez	7	2006	42156989
Aurelio%20Lopez	7	2007	42156989
Aurelio%20Lopez	7	2008	42156989
Aurelio%20Lopez	7	2009	42156989
Aurelio%20Lopez	7	2010	42156989
Aurelio%20Lopez	7	2011	42156989
Aurelio%20Lopez	8	2006	42156989
Aurelio%20Lopez	8	2007	42156989
Aurelio%20Lopez	8	2008	42156989
Aurelio%20Lopez	8	2009	42156989
Aurelio%20Lopez	8	2010	42156989
Aurelio%20Lopez	8	2011	42156989
Aurelio%20Lopez	9	2006	42156989
