playername	month	year	revs
Art%20Houtteman	5	2009	2
Art%20Houtteman	5	2010	0
Art%20Houtteman	5	2011	0
Art%20Houtteman	6	2006	0
Art%20Houtteman	6	2007	0
Art%20Houtteman	6	2008	67
Art%20Houtteman	6	2009	1
Art%20Houtteman	6	2010	1
Art%20Houtteman	6	2011	6
Art%20Houtteman	7	2006	1
Art%20Houtteman	7	2007	1
Art%20Houtteman	7	2008	4
Art%20Houtteman	7	2009	1
Art%20Houtteman	7	2010	2
Art%20Houtteman	7	2011	3
Art%20Houtteman	8	2006	0
Art%20Houtteman	8	2007	1
Art%20Houtteman	8	2008	5
Art%20Houtteman	8	2009	1
Art%20Houtteman	8	2010	2
Art%20Houtteman	8	2011	0
Art%20Houtteman	9	2006	0
Art%20Houtteman	9	2007	0
Art%20Houtteman	9	2008	0
Art%20Houtteman	9	2009	0
Art%20Houtteman	9	2010	0
Art%20Houtteman	9	2011	0
Art%20Houtteman	10	2006	0
Art%20Houtteman	10	2007	1
Art%20Houtteman	10	2008	2
Art%20Houtteman	10	2009	0
Art%20Houtteman	10	2010	1
Art%20Houtteman	10	2011	0
Art%20Houtteman	11	2006	1
Art%20Houtteman	11	2007	0
Art%20Houtteman	11	2008	1
Art%20Houtteman	11	2009	1
Art%20Houtteman	11	2010	1
Art%20Houtteman	11	2011	0
Art%20Houtteman	12	2006	3
Art%20Houtteman	12	2007	0
Art%20Houtteman	12	2008	6
Art%20Houtteman	12	2009	1
Art%20Houtteman	12	2010	0
Art%20Houtteman	12	2011	0
Elston%20Howard	1	2006	0
Elston%20Howard	1	2007	9
Elston%20Howard	1	2008	3
Elston%20Howard	1	2009	1
Elston%20Howard	1	2010	2
Elston%20Howard	1	2011	0
Elston%20Howard	2	2006	2
Elston%20Howard	2	2007	1
Elston%20Howard	2	2008	9
Elston%20Howard	2	2009	0
Elston%20Howard	2	2010	0
Elston%20Howard	2	2011	1
Elston%20Howard	3	2006	6
Elston%20Howard	3	2007	6
Elston%20Howard	3	2008	6
Elston%20Howard	3	2009	3
Elston%20Howard	3	2010	1
Elston%20Howard	3	2011	2
Elston%20Howard	4	2006	0
Elston%20Howard	4	2007	1
Elston%20Howard	4	2008	1
Elston%20Howard	4	2009	7
Elston%20Howard	4	2010	1
Elston%20Howard	4	2011	1
Elston%20Howard	5	2006	5
Elston%20Howard	5	2007	3
Elston%20Howard	5	2008	2
Elston%20Howard	5	2009	6
Elston%20Howard	5	2010	1
Elston%20Howard	5	2011	0
Elston%20Howard	6	2006	2
Elston%20Howard	6	2007	2
Elston%20Howard	6	2008	1
Elston%20Howard	6	2009	6
Elston%20Howard	6	2010	2
Elston%20Howard	6	2011	5
Elston%20Howard	7	2006	9
Elston%20Howard	7	2007	5
Elston%20Howard	7	2008	0
Elston%20Howard	7	2009	1
Elston%20Howard	7	2010	0
Elston%20Howard	7	2011	2
Elston%20Howard	8	2006	1
Elston%20Howard	8	2007	4
Elston%20Howard	8	2008	5
Elston%20Howard	8	2009	2
Elston%20Howard	8	2010	1
Elston%20Howard	8	2011	0
Elston%20Howard	9	2006	2
Elston%20Howard	9	2007	8
Elston%20Howard	9	2008	4
Elston%20Howard	9	2009	5
Elston%20Howard	9	2010	2
Elston%20Howard	9	2011	3
Elston%20Howard	10	2006	0
Elston%20Howard	10	2007	0
Elston%20Howard	10	2008	2
Elston%20Howard	10	2009	1
Elston%20Howard	10	2010	3
Elston%20Howard	10	2011	3
Elston%20Howard	11	2006	3
Elston%20Howard	11	2007	1
Elston%20Howard	11	2008	2
Elston%20Howard	11	2009	3
Elston%20Howard	11	2010	0
Elston%20Howard	11	2011	0
Elston%20Howard	12	2006	11
Elston%20Howard	12	2007	0
Elston%20Howard	12	2008	3
Elston%20Howard	12	2009	2
Elston%20Howard	12	2010	8
Elston%20Howard	12	2011	0
Frank%20Howard	1	2006	0
Frank%20Howard	1	2007	0
Frank%20Howard	1	2008	0
Frank%20Howard	1	2009	5
Frank%20Howard	1	2010	0
Frank%20Howard	1	2011	0
Frank%20Howard	2	2006	0
Frank%20Howard	2	2007	0
Frank%20Howard	2	2008	0
Frank%20Howard	2	2009	1
Frank%20Howard	2	2010	0
Frank%20Howard	2	2011	0
Frank%20Howard	3	2006	0
Frank%20Howard	3	2007	0
Frank%20Howard	3	2008	0
Frank%20Howard	3	2009	0
Frank%20Howard	3	2010	0
Frank%20Howard	3	2011	1
Frank%20Howard	4	2006	0
Frank%20Howard	4	2007	0
Frank%20Howard	4	2008	0
Frank%20Howard	4	2009	1
Frank%20Howard	4	2010	0
Frank%20Howard	4	2011	0
Frank%20Howard	5	2006	0
Frank%20Howard	5	2007	0
Frank%20Howard	5	2008	0
Frank%20Howard	5	2009	0
Frank%20Howard	5	2010	1
Frank%20Howard	5	2011	0
Frank%20Howard	6	2006	1
Frank%20Howard	6	2007	1
Frank%20Howard	6	2008	0
Frank%20Howard	6	2009	0
Frank%20Howard	6	2010	0
Frank%20Howard	6	2011	0
Frank%20Howard	7	2006	2
Frank%20Howard	7	2007	0
Frank%20Howard	7	2008	0
Frank%20Howard	7	2009	0
Frank%20Howard	7	2010	0
Frank%20Howard	7	2011	0
Frank%20Howard	8	2006	0
Frank%20Howard	8	2007	2
Frank%20Howard	8	2008	0
Frank%20Howard	8	2009	0
Frank%20Howard	8	2010	1
Frank%20Howard	8	2011	0
Frank%20Howard	9	2006	0
Frank%20Howard	9	2007	0
Frank%20Howard	9	2008	0
Frank%20Howard	9	2009	0
Frank%20Howard	9	2010	0
Frank%20Howard	9	2011	1
Frank%20Howard	10	2006	0
Frank%20Howard	10	2007	0
Frank%20Howard	10	2008	0
Frank%20Howard	10	2009	0
Frank%20Howard	10	2010	0
Frank%20Howard	10	2011	0
Frank%20Howard	11	2006	0
Frank%20Howard	11	2007	0
Frank%20Howard	11	2008	0
Frank%20Howard	11	2009	3
Frank%20Howard	11	2010	0
Frank%20Howard	11	2011	0
Frank%20Howard	12	2006	0
Frank%20Howard	12	2007	1
Frank%20Howard	12	2008	0
Frank%20Howard	12	2009	0
Frank%20Howard	12	2010	0
Frank%20Howard	12	2011	0
Jay%20Howell	1	2006	0
Jay%20Howell	1	2007	4
Jay%20Howell	1	2008	0
Jay%20Howell	1	2009	0
Jay%20Howell	1	2010	0
Jay%20Howell	1	2011	1
Jay%20Howell	2	2006	2
Jay%20Howell	2	2007	1
Jay%20Howell	2	2008	0
Jay%20Howell	2	2009	2
Jay%20Howell	2	2010	0
Jay%20Howell	2	2011	0
Jay%20Howell	3	2006	1
Jay%20Howell	3	2007	1
Jay%20Howell	3	2008	0
Jay%20Howell	3	2009	1
Jay%20Howell	3	2010	0
Jay%20Howell	3	2011	1
Jay%20Howell	4	2006	0
Jay%20Howell	4	2007	0
Jay%20Howell	4	2008	9
Jay%20Howell	4	2009	2
Jay%20Howell	4	2010	0
Jay%20Howell	4	2011	2
Jay%20Howell	5	2006	1
Jay%20Howell	5	2007	0
Jay%20Howell	5	2008	4
Jay%20Howell	5	2009	0
Jay%20Howell	5	2010	1
Jay%20Howell	5	2011	0
Jay%20Howell	6	2006	0
Jay%20Howell	6	2007	1
Jay%20Howell	6	2008	0
Jay%20Howell	6	2009	1
Jay%20Howell	6	2010	0
Jay%20Howell	6	2011	1
Jay%20Howell	7	2006	1
Jay%20Howell	7	2007	6
Jay%20Howell	7	2008	2
Jay%20Howell	7	2009	0
Jay%20Howell	7	2010	0
Jay%20Howell	7	2011	0
Jay%20Howell	8	2006	3
Jay%20Howell	8	2007	1
Jay%20Howell	8	2008	2
Jay%20Howell	8	2009	0
Jay%20Howell	8	2010	1
Jay%20Howell	8	2011	0
Jay%20Howell	9	2006	0
Jay%20Howell	9	2007	0
Jay%20Howell	9	2008	0
Jay%20Howell	9	2009	0
Jay%20Howell	9	2010	0
Jay%20Howell	9	2011	0
Jay%20Howell	10	2006	2
Jay%20Howell	10	2007	0
Jay%20Howell	10	2008	3
Jay%20Howell	10	2009	0
Jay%20Howell	10	2010	2
Jay%20Howell	10	2011	1
Jay%20Howell	11	2006	5
Jay%20Howell	11	2007	2
Jay%20Howell	11	2008	2
Jay%20Howell	11	2009	0
Jay%20Howell	11	2010	0
Jay%20Howell	11	2011	2
Jay%20Howell	12	2006	5
Jay%20Howell	12	2007	1
Jay%20Howell	12	2008	1
Jay%20Howell	12	2009	2
Jay%20Howell	12	2010	0
Jay%20Howell	12	2011	3
Roy%20Howell	1	2006	0
Roy%20Howell	1	2007	0
Roy%20Howell	1	2008	0
Roy%20Howell	1	2009	1
Roy%20Howell	1	2010	0
Roy%20Howell	1	2011	0
Roy%20Howell	2	2006	0
Roy%20Howell	2	2007	0
Roy%20Howell	2	2008	0
Roy%20Howell	2	2009	0
Roy%20Howell	2	2010	0
Roy%20Howell	2	2011	0
Roy%20Howell	3	2006	0
Roy%20Howell	3	2007	0
Roy%20Howell	3	2008	0
Roy%20Howell	3	2009	1
Roy%20Howell	3	2010	0
Roy%20Howell	3	2011	0
Roy%20Howell	4	2006	0
Roy%20Howell	4	2007	0
Roy%20Howell	4	2008	0
Roy%20Howell	4	2009	2
Roy%20Howell	4	2010	0
Roy%20Howell	4	2011	0
Roy%20Howell	5	2006	0
Roy%20Howell	5	2007	0
Roy%20Howell	5	2008	2
Roy%20Howell	5	2009	0
Roy%20Howell	5	2010	1
Roy%20Howell	5	2011	0
Roy%20Howell	6	2006	0
Roy%20Howell	6	2007	3
Roy%20Howell	6	2008	0
Roy%20Howell	6	2009	0
Roy%20Howell	6	2010	0
Roy%20Howell	6	2011	1
Roy%20Howell	7	2006	0
Roy%20Howell	7	2007	0
Roy%20Howell	7	2008	0
Roy%20Howell	7	2009	1
Roy%20Howell	7	2010	0
Roy%20Howell	7	2011	1
Roy%20Howell	8	2006	0
Roy%20Howell	8	2007	1
Roy%20Howell	8	2008	2
Roy%20Howell	8	2009	0
Roy%20Howell	8	2010	3
Roy%20Howell	8	2011	0
Roy%20Howell	9	2006	0
Roy%20Howell	9	2007	0
Roy%20Howell	9	2008	0
Roy%20Howell	9	2009	0
Roy%20Howell	9	2010	0
Roy%20Howell	9	2011	2
Roy%20Howell	10	2006	0
Roy%20Howell	10	2007	0
Roy%20Howell	10	2008	0
Roy%20Howell	10	2009	0
Roy%20Howell	10	2010	1
Roy%20Howell	10	2011	1
Roy%20Howell	11	2006	0
Roy%20Howell	11	2007	0
Roy%20Howell	11	2008	1
Roy%20Howell	11	2009	0
Roy%20Howell	11	2010	0
Roy%20Howell	11	2011	1
Roy%20Howell	12	2006	0
Roy%20Howell	12	2007	0
Roy%20Howell	12	2008	0
Roy%20Howell	12	2009	2
Roy%20Howell	12	2010	0
Roy%20Howell	12	2011	0
Steve%20Howe	1	2006	0
Steve%20Howe	1	2007	1
Steve%20Howe	1	2008	0
Steve%20Howe	1	2009	0
Steve%20Howe	1	2010	0
Steve%20Howe	1	2011	0
Steve%20Howe	2	2006	0
Steve%20Howe	2	2007	1
Steve%20Howe	2	2008	0
Steve%20Howe	2	2009	0
Steve%20Howe	2	2010	0
Steve%20Howe	2	2011	0
Steve%20Howe	3	2006	0
Steve%20Howe	3	2007	0
Steve%20Howe	3	2008	0
Steve%20Howe	3	2009	0
Steve%20Howe	3	2010	0
Steve%20Howe	3	2011	0
Steve%20Howe	4	2006	2
Steve%20Howe	4	2007	0
Steve%20Howe	4	2008	0
Steve%20Howe	4	2009	1
Steve%20Howe	4	2010	0
Steve%20Howe	4	2011	0
Steve%20Howe	5	2006	0
Steve%20Howe	5	2007	0
Steve%20Howe	5	2008	0
Steve%20Howe	5	2009	0
Steve%20Howe	5	2010	0
Steve%20Howe	5	2011	0
Steve%20Howe	6	2006	2
Steve%20Howe	6	2007	1
Steve%20Howe	6	2008	0
Steve%20Howe	6	2009	0
Steve%20Howe	6	2010	0
Steve%20Howe	6	2011	0
Steve%20Howe	7	2006	0
Steve%20Howe	7	2007	0
Steve%20Howe	7	2008	1
Steve%20Howe	7	2009	0
Steve%20Howe	7	2010	0
Steve%20Howe	7	2011	0
Steve%20Howe	8	2006	1
Steve%20Howe	8	2007	0
Steve%20Howe	8	2008	1
Steve%20Howe	8	2009	0
Steve%20Howe	8	2010	0
Steve%20Howe	8	2011	0
Steve%20Howe	9	2006	0
Steve%20Howe	9	2007	0
Steve%20Howe	9	2008	0
Steve%20Howe	9	2009	0
Steve%20Howe	9	2010	0
Steve%20Howe	9	2011	0
Steve%20Howe	10	2006	0
Steve%20Howe	10	2007	0
Steve%20Howe	10	2008	0
Steve%20Howe	10	2009	0
Steve%20Howe	10	2010	0
Steve%20Howe	10	2011	0
Steve%20Howe	11	2006	0
Steve%20Howe	11	2007	0
Steve%20Howe	11	2008	0
Steve%20Howe	11	2009	0
Steve%20Howe	11	2010	0
Steve%20Howe	11	2011	0
Steve%20Howe	12	2006	0
Steve%20Howe	12	2007	0
Steve%20Howe	12	2008	0
Steve%20Howe	12	2009	0
Steve%20Howe	12	2010	0
Steve%20Howe	12	2011	0
Dick%20Howser	1	2006	3
Dick%20Howser	1	2007	2
Dick%20Howser	1	2008	1
Dick%20Howser	1	2009	3
Dick%20Howser	1	2010	4
Dick%20Howser	1	2011	2
Dick%20Howser	2	2006	9
Dick%20Howser	2	2007	2
Dick%20Howser	2	2008	0
Dick%20Howser	2	2009	0
Dick%20Howser	2	2010	2
Dick%20Howser	2	2011	1
Dick%20Howser	3	2006	1
Dick%20Howser	3	2007	1
Dick%20Howser	3	2008	1
Dick%20Howser	3	2009	1
Dick%20Howser	3	2010	0
Dick%20Howser	3	2011	1
Dick%20Howser	4	2006	3
Dick%20Howser	4	2007	0
Dick%20Howser	4	2008	1
Dick%20Howser	4	2009	0
Dick%20Howser	4	2010	1
Dick%20Howser	4	2011	5
Dick%20Howser	5	2006	1
Dick%20Howser	5	2007	4
Dick%20Howser	5	2008	1
Dick%20Howser	5	2009	0
Dick%20Howser	5	2010	3
Dick%20Howser	5	2011	0
Dick%20Howser	6	2006	2
Dick%20Howser	6	2007	4
Dick%20Howser	6	2008	1
Dick%20Howser	6	2009	4
Dick%20Howser	6	2010	0
Dick%20Howser	6	2011	4
Dick%20Howser	7	2006	3
Dick%20Howser	7	2007	4
Dick%20Howser	7	2008	4
Dick%20Howser	7	2009	3
Dick%20Howser	7	2010	3
Dick%20Howser	7	2011	1
Dick%20Howser	8	2006	0
Dick%20Howser	8	2007	5
Dick%20Howser	8	2008	4
Dick%20Howser	8	2009	0
Dick%20Howser	8	2010	0
Dick%20Howser	8	2011	0
Dick%20Howser	9	2006	2
Dick%20Howser	9	2007	3
Dick%20Howser	9	2008	3
Dick%20Howser	9	2009	2
Dick%20Howser	9	2010	2
Dick%20Howser	9	2011	2
Dick%20Howser	10	2006	1
Dick%20Howser	10	2007	0
Dick%20Howser	10	2008	3
Dick%20Howser	10	2009	0
Dick%20Howser	10	2010	4
Dick%20Howser	10	2011	1
Dick%20Howser	11	2006	0
Dick%20Howser	11	2007	3
Dick%20Howser	11	2008	1
Dick%20Howser	11	2009	1
Dick%20Howser	11	2010	0
Dick%20Howser	11	2011	1
Dick%20Howser	12	2006	2
Dick%20Howser	12	2007	0
Dick%20Howser	12	2008	5
Dick%20Howser	12	2009	2
Dick%20Howser	12	2010	0
Dick%20Howser	12	2011	0
La%20Marr%20Hoyt	1	2006	0
La%20Marr%20Hoyt	1	2007	0
La%20Marr%20Hoyt	1	2008	0
La%20Marr%20Hoyt	1	2009	0
La%20Marr%20Hoyt	1	2010	0
La%20Marr%20Hoyt	1	2011	0
La%20Marr%20Hoyt	2	2006	0
La%20Marr%20Hoyt	2	2007	0
La%20Marr%20Hoyt	2	2008	0
La%20Marr%20Hoyt	2	2009	0
La%20Marr%20Hoyt	2	2010	0
La%20Marr%20Hoyt	2	2011	0
La%20Marr%20Hoyt	3	2006	0
La%20Marr%20Hoyt	3	2007	0
La%20Marr%20Hoyt	3	2008	0
La%20Marr%20Hoyt	3	2009	0
La%20Marr%20Hoyt	3	2010	0
La%20Marr%20Hoyt	3	2011	0
La%20Marr%20Hoyt	4	2006	0
La%20Marr%20Hoyt	4	2007	0
La%20Marr%20Hoyt	4	2008	0
La%20Marr%20Hoyt	4	2009	0
La%20Marr%20Hoyt	4	2010	0
La%20Marr%20Hoyt	4	2011	0
La%20Marr%20Hoyt	5	2006	0
La%20Marr%20Hoyt	5	2007	0
La%20Marr%20Hoyt	5	2008	0
La%20Marr%20Hoyt	5	2009	0
La%20Marr%20Hoyt	5	2010	0
La%20Marr%20Hoyt	5	2011	0
La%20Marr%20Hoyt	6	2006	0
La%20Marr%20Hoyt	6	2007	0
La%20Marr%20Hoyt	6	2008	0
La%20Marr%20Hoyt	6	2009	0
La%20Marr%20Hoyt	6	2010	0
La%20Marr%20Hoyt	6	2011	0
La%20Marr%20Hoyt	7	2006	0
La%20Marr%20Hoyt	7	2007	0
La%20Marr%20Hoyt	7	2008	0
La%20Marr%20Hoyt	7	2009	0
La%20Marr%20Hoyt	7	2010	0
La%20Marr%20Hoyt	7	2011	0
La%20Marr%20Hoyt	8	2006	0
La%20Marr%20Hoyt	8	2007	0
La%20Marr%20Hoyt	8	2008	0
La%20Marr%20Hoyt	8	2009	0
La%20Marr%20Hoyt	8	2010	0
La%20Marr%20Hoyt	8	2011	0
La%20Marr%20Hoyt	9	2006	0
La%20Marr%20Hoyt	9	2007	0
La%20Marr%20Hoyt	9	2008	0
La%20Marr%20Hoyt	9	2009	0
La%20Marr%20Hoyt	9	2010	0
La%20Marr%20Hoyt	9	2011	0
La%20Marr%20Hoyt	10	2006	0
La%20Marr%20Hoyt	10	2007	0
La%20Marr%20Hoyt	10	2008	0
La%20Marr%20Hoyt	10	2009	0
La%20Marr%20Hoyt	10	2010	0
La%20Marr%20Hoyt	10	2011	0
La%20Marr%20Hoyt	11	2006	0
La%20Marr%20Hoyt	11	2007	0
La%20Marr%20Hoyt	11	2008	0
La%20Marr%20Hoyt	11	2009	0
La%20Marr%20Hoyt	11	2010	0
La%20Marr%20Hoyt	11	2011	0
La%20Marr%20Hoyt	12	2006	0
La%20Marr%20Hoyt	12	2007	0
La%20Marr%20Hoyt	12	2008	0
La%20Marr%20Hoyt	12	2009	0
La%20Marr%20Hoyt	12	2010	0
La%20Marr%20Hoyt	12	2011	0
Kent%20Hrbek	1	2006	4
Kent%20Hrbek	1	2007	2
Kent%20Hrbek	1	2008	1
Kent%20Hrbek	1	2009	1
Kent%20Hrbek	1	2010	0
Kent%20Hrbek	1	2011	11
Kent%20Hrbek	2	2006	7
Kent%20Hrbek	2	2007	1
Kent%20Hrbek	2	2008	4
Kent%20Hrbek	2	2009	0
Kent%20Hrbek	2	2010	1
Kent%20Hrbek	2	2011	10
Kent%20Hrbek	3	2006	8
Kent%20Hrbek	3	2007	5
Kent%20Hrbek	3	2008	2
Kent%20Hrbek	3	2009	5
Kent%20Hrbek	3	2010	1
Kent%20Hrbek	3	2011	5
Kent%20Hrbek	4	2006	6
Kent%20Hrbek	4	2007	2
Kent%20Hrbek	4	2008	15
Kent%20Hrbek	4	2009	4
Kent%20Hrbek	4	2010	5
Kent%20Hrbek	4	2011	9
Kent%20Hrbek	5	2006	15
Kent%20Hrbek	5	2007	8
Kent%20Hrbek	5	2008	5
Kent%20Hrbek	5	2009	0
Kent%20Hrbek	5	2010	3
Kent%20Hrbek	5	2011	7
Kent%20Hrbek	6	2006	5
Kent%20Hrbek	6	2007	7
Kent%20Hrbek	6	2008	3
Kent%20Hrbek	6	2009	6
Kent%20Hrbek	6	2010	4
Kent%20Hrbek	6	2011	2
Kent%20Hrbek	7	2006	6
Kent%20Hrbek	7	2007	3
Kent%20Hrbek	7	2008	2
Kent%20Hrbek	7	2009	1
Kent%20Hrbek	7	2010	0
Kent%20Hrbek	7	2011	10
Kent%20Hrbek	8	2006	2
Kent%20Hrbek	8	2007	6
Kent%20Hrbek	8	2008	4
Kent%20Hrbek	8	2009	0
Kent%20Hrbek	8	2010	5
Kent%20Hrbek	8	2011	0
Kent%20Hrbek	9	2006	0
Kent%20Hrbek	9	2007	5
Kent%20Hrbek	9	2008	7
Kent%20Hrbek	9	2009	0
Kent%20Hrbek	9	2010	1
Kent%20Hrbek	9	2011	1
Kent%20Hrbek	10	2006	0
Kent%20Hrbek	10	2007	1
Kent%20Hrbek	10	2008	5
Kent%20Hrbek	10	2009	5
Kent%20Hrbek	10	2010	6
Kent%20Hrbek	10	2011	0
Kent%20Hrbek	11	2006	1
Kent%20Hrbek	11	2007	3
Kent%20Hrbek	11	2008	2
Kent%20Hrbek	11	2009	1
Kent%20Hrbek	11	2010	3
Kent%20Hrbek	11	2011	0
Kent%20Hrbek	12	2006	3
Kent%20Hrbek	12	2007	1
Kent%20Hrbek	12	2008	1
Kent%20Hrbek	12	2009	10
Kent%20Hrbek	12	2010	1
Kent%20Hrbek	12	2011	0
Glenn%20Hubbard	1	2006	0
Glenn%20Hubbard	1	2007	0
Glenn%20Hubbard	1	2008	0
Glenn%20Hubbard	1	2009	0
Glenn%20Hubbard	1	2010	0
Glenn%20Hubbard	1	2011	0
Glenn%20Hubbard	2	2006	0
Glenn%20Hubbard	2	2007	0
Glenn%20Hubbard	2	2008	0
Glenn%20Hubbard	2	2009	0
Glenn%20Hubbard	2	2010	0
Glenn%20Hubbard	2	2011	2
Glenn%20Hubbard	3	2006	1
Glenn%20Hubbard	3	2007	0
Glenn%20Hubbard	3	2008	0
Glenn%20Hubbard	3	2009	0
Glenn%20Hubbard	3	2010	0
Glenn%20Hubbard	3	2011	0
Glenn%20Hubbard	4	2006	1
Glenn%20Hubbard	4	2007	0
Glenn%20Hubbard	4	2008	0
Glenn%20Hubbard	4	2009	0
Glenn%20Hubbard	4	2010	0
Glenn%20Hubbard	4	2011	0
Glenn%20Hubbard	5	2006	0
Glenn%20Hubbard	5	2007	0
Glenn%20Hubbard	5	2008	0
Glenn%20Hubbard	5	2009	0
Glenn%20Hubbard	5	2010	0
Glenn%20Hubbard	5	2011	0
Glenn%20Hubbard	6	2006	0
Glenn%20Hubbard	6	2007	0
Glenn%20Hubbard	6	2008	0
Glenn%20Hubbard	6	2009	0
Glenn%20Hubbard	6	2010	0
Glenn%20Hubbard	6	2011	1
Glenn%20Hubbard	7	2006	0
Glenn%20Hubbard	7	2007	0
Glenn%20Hubbard	7	2008	0
Glenn%20Hubbard	7	2009	0
Glenn%20Hubbard	7	2010	0
Glenn%20Hubbard	7	2011	0
Glenn%20Hubbard	8	2006	1
Glenn%20Hubbard	8	2007	0
Glenn%20Hubbard	8	2008	0
Glenn%20Hubbard	8	2009	0
Glenn%20Hubbard	8	2010	1
Glenn%20Hubbard	8	2011	0
Glenn%20Hubbard	9	2006	0
Glenn%20Hubbard	9	2007	0
Glenn%20Hubbard	9	2008	0
Glenn%20Hubbard	9	2009	0
Glenn%20Hubbard	9	2010	0
Glenn%20Hubbard	9	2011	0
Glenn%20Hubbard	10	2006	0
Glenn%20Hubbard	10	2007	0
Glenn%20Hubbard	10	2008	0
Glenn%20Hubbard	10	2009	0
Glenn%20Hubbard	10	2010	1
Glenn%20Hubbard	10	2011	0
Glenn%20Hubbard	11	2006	0
Glenn%20Hubbard	11	2007	0
Glenn%20Hubbard	11	2008	0
Glenn%20Hubbard	11	2009	0
Glenn%20Hubbard	11	2010	0
Glenn%20Hubbard	11	2011	0
Glenn%20Hubbard	12	2006	0
Glenn%20Hubbard	12	2007	0
Glenn%20Hubbard	12	2008	0
Glenn%20Hubbard	12	2009	0
Glenn%20Hubbard	12	2010	0
Glenn%20Hubbard	12	2011	0
Sid%20Hudson	1	2006	0
Sid%20Hudson	1	2007	0
Sid%20Hudson	1	2008	6
Sid%20Hudson	1	2009	0
Sid%20Hudson	1	2010	1
Sid%20Hudson	1	2011	0
Sid%20Hudson	2	2006	0
Sid%20Hudson	2	2007	0
Sid%20Hudson	2	2008	1
Sid%20Hudson	2	2009	0
Sid%20Hudson	2	2010	0
Sid%20Hudson	2	2011	0
Sid%20Hudson	3	2006	0
Sid%20Hudson	3	2007	1
Sid%20Hudson	3	2008	1
Sid%20Hudson	3	2009	4
Sid%20Hudson	3	2010	1
Sid%20Hudson	3	2011	0
Sid%20Hudson	4	2006	0
Sid%20Hudson	4	2007	1
Sid%20Hudson	4	2008	0
Sid%20Hudson	4	2009	1
Sid%20Hudson	4	2010	0
Sid%20Hudson	4	2011	2
Sid%20Hudson	5	2006	0
Sid%20Hudson	5	2007	1
Sid%20Hudson	5	2008	0
Sid%20Hudson	5	2009	0
Sid%20Hudson	5	2010	0
Sid%20Hudson	5	2011	0
Sid%20Hudson	6	2006	1
Sid%20Hudson	6	2007	0
Sid%20Hudson	6	2008	1
Sid%20Hudson	6	2009	1
Sid%20Hudson	6	2010	0
Sid%20Hudson	6	2011	1
Sid%20Hudson	7	2006	0
Sid%20Hudson	7	2007	0
Sid%20Hudson	7	2008	0
Sid%20Hudson	7	2009	0
Sid%20Hudson	7	2010	0
Sid%20Hudson	7	2011	0
Sid%20Hudson	8	2006	1
Sid%20Hudson	8	2007	0
Sid%20Hudson	8	2008	1
Sid%20Hudson	8	2009	0
Sid%20Hudson	8	2010	1
Sid%20Hudson	8	2011	0
Sid%20Hudson	9	2006	0
Sid%20Hudson	9	2007	0
Sid%20Hudson	9	2008	0
Sid%20Hudson	9	2009	1
Sid%20Hudson	9	2010	0
Sid%20Hudson	9	2011	0
Sid%20Hudson	10	2006	0
Sid%20Hudson	10	2007	0
Sid%20Hudson	10	2008	11
Sid%20Hudson	10	2009	0
Sid%20Hudson	10	2010	2
Sid%20Hudson	10	2011	0
Sid%20Hudson	11	2006	0
Sid%20Hudson	11	2007	0
Sid%20Hudson	11	2008	2
Sid%20Hudson	11	2009	2
Sid%20Hudson	11	2010	2
Sid%20Hudson	11	2011	2
Sid%20Hudson	12	2006	4
Sid%20Hudson	12	2007	3
Sid%20Hudson	12	2008	0
Sid%20Hudson	12	2009	2
Sid%20Hudson	12	2010	0
Sid%20Hudson	12	2011	1
Tex%20Hughson	1	2006	1
Tex%20Hughson	1	2007	0
Tex%20Hughson	1	2008	0
Tex%20Hughson	1	2009	0
Tex%20Hughson	1	2010	0
Tex%20Hughson	1	2011	0
Tex%20Hughson	2	2006	1
Tex%20Hughson	2	2007	0
Tex%20Hughson	2	2008	0
Tex%20Hughson	2	2009	0
Tex%20Hughson	2	2010	0
Tex%20Hughson	2	2011	0
Tex%20Hughson	3	2006	0
Tex%20Hughson	3	2007	0
Tex%20Hughson	3	2008	0
Tex%20Hughson	3	2009	1
Tex%20Hughson	3	2010	1
Tex%20Hughson	3	2011	0
Tex%20Hughson	4	2006	0
Tex%20Hughson	4	2007	1
Tex%20Hughson	4	2008	0
Tex%20Hughson	4	2009	0
Tex%20Hughson	4	2010	0
Tex%20Hughson	4	2011	1
Tex%20Hughson	5	2006	0
Tex%20Hughson	5	2007	2
Tex%20Hughson	5	2008	1
Tex%20Hughson	5	2009	0
Tex%20Hughson	5	2010	0
Tex%20Hughson	5	2011	0
Tex%20Hughson	6	2006	1
Tex%20Hughson	6	2007	0
Tex%20Hughson	6	2008	0
Tex%20Hughson	6	2009	1
Tex%20Hughson	6	2010	0
Tex%20Hughson	6	2011	2
Tex%20Hughson	7	2006	0
Tex%20Hughson	7	2007	3
Tex%20Hughson	7	2008	1
Tex%20Hughson	7	2009	0
Tex%20Hughson	7	2010	0
Tex%20Hughson	7	2011	0
Tex%20Hughson	8	2006	0
Tex%20Hughson	8	2007	0
Tex%20Hughson	8	2008	3
Tex%20Hughson	8	2009	0
Tex%20Hughson	8	2010	0
Tex%20Hughson	8	2011	0
Tex%20Hughson	9	2006	1
Tex%20Hughson	9	2007	0
Tex%20Hughson	9	2008	1
Tex%20Hughson	9	2009	0
Tex%20Hughson	9	2010	1
